Gene.Symbol,EnsID,entrez_id,hgnc_symbol,tissue,phase,pval,fdr,rsq,rAmp,fitmean,amp,G1Acro,Peg,hgnc_name,gene_biotype,type
TMEM79,ENSG00000163472,84283,TMEM79,Artery Tibial,3.094879244,0.222239138,0.520895655,0.014440479,0.065531841,3.372061398,0.220977392,0.84386682,2.251012424,transmembrane protein 79,protein_coding,protein_coding
TMEM80,ENSG00000177042,283232,TMEM80,Artery Tibial,2.487338425,0.107848611,0.365757047,0.113966351,0.150933094,26.79634121,4.044454677,0.84386682,1.643471605,transmembrane protein 80,protein_coding,protein_coding
TMEM81,ENSG00000174529,388730,TMEM81,Artery Tibial,6.11599958,0.633882556,0.844632459,0.006343619,0.048037332,3.487915986,0.16755018,0.84386682,5.27213276,transmembrane protein 81,protein_coding,protein_coding
TMEM86A,ENSG00000151117,144110,TMEM86A,Artery Tibial,1.573679282,0.035186553,0.211471747,0.168726712,0.419937631,2.229506537,0.936253694,0.84386682,0.729812462,transmembrane protein 86A,protein_coding,protein_coding
TMEM86B,ENSG00000180089,255043,TMEM86B,Artery Tibial,1.986066309,0.76976139,0.912484672,0.018723024,0.071549321,7.977834363,0.570808628,0.84386682,1.142199489,transmembrane protein 86B,protein_coding,protein_coding
TMEM87A,ENSG00000103978,25963,TMEM87A,Artery Tibial,1.489278838,0.016223924,0.144952406,0.137774682,0.108866219,38.94521833,4.239818648,0.84386682,0.645412018,transmembrane protein 87A,protein_coding,protein_coding
TMEM87B,ENSG00000153214,84910,TMEM87B,Artery Tibial,3.78828922,0.134354306,0.406991557,0.116196268,0.130592975,22.86113119,2.985503137,0.84386682,2.9444224,transmembrane protein 87B,protein_coding,protein_coding
TMEM88,ENSG00000167874,92162,TMEM88,Artery Tibial,0.801635962,0.033519788,0.206247062,0.118466962,0.691130469,6.591341117,4.555476679,0.84386682,6.240954449,transmembrane protein 88,protein_coding,protein_coding
TMEM8A,ENSG00000129925,58986,TMEM8A,Artery Tibial,0.069936279,0.038719986,0.22262955,0.166865106,0.184657031,31.40696828,5.799517517,0.84386682,5.509254766,transmembrane protein 8A,protein_coding,protein_coding
TMEM8B,ENSG00000137103,51754,TMEM8B,Artery Tibial,3.415405952,0.018380446,0.153697015,0.154684963,0.15015266,39.13526548,5.876264222,0.84386682,2.571539131,transmembrane protein 8B,protein_coding,protein_coding
TMEM9,ENSG00000116857,252839,TMEM9,Artery Tibial,3.840040535,0.529314091,0.784423604,0.064778652,0.085742764,34.58032596,2.965012725,0.84386682,2.996173715,transmembrane protein 9,protein_coding,protein_coding
TMEM91,ENSG00000142046,641649,TMEM91,Artery Tibial,1.311088979,0.402266602,0.6943713,0.032410227,0.139259562,11.45649216,1.595426083,0.84386682,0.467222159,transmembrane protein 91,protein_coding,protein_coding
TMEM97,ENSG00000109084,27346,TMEM97,Artery Tibial,1.544359083,0.666475389,0.861730504,0.062233781,0.165987522,5.627764726,0.934138723,0.84386682,0.700492263,transmembrane protein 97,protein_coding,protein_coding
TMEM98,ENSG00000006042,26022,TMEM98,Artery Tibial,2.752974001,0.03334936,0.205817455,0.076821637,0.121986217,19.33414085,2.358498699,0.84386682,1.909107181,transmembrane protein 98,protein_coding,protein_coding
TMEM99,ENSG00000167920,147184,TMEM99,Artery Tibial,1.113611648,0.285551795,0.592143001,0.069576421,0.138469465,6.927679501,0.959272073,0.84386682,0.269744827,transmembrane protein 99,protein_coding,protein_coding
TMEM9B,ENSG00000175348,56674,TMEM9B,Artery Tibial,0.627979539,0.767006265,0.910417865,0.018462081,0.068568265,18.75171007,1.285772228,0.84386682,6.067298026,TMEM9 domain family member B,protein_coding,protein_coding
TMEM9B-AS1,ENSG00000254860,493900,TMEM9B-AS1,Artery Tibial,2.627825569,0.738471783,0.897018861,0.041230664,0.142267411,3.192301212,0.454160427,0.84386682,1.783958749,TMEM9B antisense RNA 1,antisense_RNA,antisense_RNA
TMF1,ENSG00000144747,7110,TMF1,Artery Tibial,2.639023558,0.726719694,0.89217793,0.023617399,0.057151487,24.38212881,1.393474906,0.84386682,1.795156738,TATA element modulatory factor 1,protein_coding,protein_coding
TMIE,ENSG00000181585,259236,TMIE,Artery Tibial,3.657534098,0.008998534,0.1078171,0.254763263,0.377522737,2.549714795,0.962575308,0.84386682,2.813667278,transmembrane inner ear,protein_coding,protein_coding
TMLHE,ENSG00000185973,55217,TMLHE,Artery Tibial,3.453518531,0.033421884,0.206067274,0.123494159,0.124327876,7.149590475,0.888893399,0.84386682,2.609651711,"trimethyllysine hydroxylase, epsilon",protein_coding,protein_coding
TMOD1,ENSG00000136842,7111,TMOD1,Artery Tibial,1.189431968,0.786862147,0.920367958,0.041935542,0.149095289,139.9167813,20.86093292,0.84386682,0.345565148,tropomodulin 1,protein_coding,protein_coding
TMOD2,ENSG00000128872,29767,TMOD2,Artery Tibial,2.851129863,0.145575064,0.424858275,0.067951985,0.182635327,7.272293334,1.328177669,0.84386682,2.007263043,tropomodulin 2,protein_coding,protein_coding
TMOD3,ENSG00000138594,29766,TMOD3,Artery Tibial,1.101171012,0.986781105,0.995098143,0.005224487,0.034350942,16.23914224,0.557829835,0.84386682,0.257304192,tropomodulin 3,protein_coding,protein_coding
TMPO,ENSG00000120802,7112,TMPO,Artery Tibial,2.009490047,0.460182158,0.734851241,0.066146513,0.092532183,13.97686421,1.293309762,0.84386682,1.165623227,thymopoietin,protein_coding,protein_coding
TMSB10,ENSG00000034510,9168,TMSB10,Artery Tibial,5.816615021,0.090242317,0.335495663,0.119075375,0.21655093,1385.823845,300.1014431,0.84386682,4.972748201,thymosin beta 10,protein_coding,protein_coding
TMSB15A,ENSG00000158164,11013,TMSB15A,Artery Tibial,3.305767369,0.356791077,0.658573022,0.091456068,0.304622969,4.060927965,1.237051932,0.84386682,2.461900549,thymosin beta 15a,protein_coding,protein_coding
TMSB15B,ENSG00000158427,286527,TMSB15B,Artery Tibial,3.198788176,0.006555511,0.091648856,0.237777888,0.201847327,3.277785013,0.661612144,0.84386682,2.354921356,thymosin beta 15B,protein_coding,protein_coding
TMSB4X,ENSG00000205542,7114,TMSB4X,Artery Tibial,6.248532911,0.992774249,0.997963312,0.019572436,0.072712069,2003.996658,145.7147427,0.84386682,5.404666091,"thymosin beta 4, X-linked",protein_coding,protein_coding
TMSB4XP2,ENSG00000188765,NA,NA,Artery Tibial,1.092296656,0.151121475,0.432050918,0.007121871,0.099607891,1.439573685,0.143392898,0.84386682,0.248429836,NA,NA,NoEntrez
TMSB4XP4,ENSG00000223551,NA,NA,Artery Tibial,6.266120936,0.893737943,0.963489966,0.030469745,0.139804453,5.552696256,0.776291662,0.84386682,5.422254116,NA,NA,NoEntrez
TMSB4XP8,ENSG00000187653,NA,NA,Artery Tibial,0.186774606,0.847185515,0.945864089,0.031733752,0.130446022,36.73977791,4.792557889,0.84386682,5.626093093,NA,NA,NoEntrez
TMSB4Y,ENSG00000154620,9087,TMSB4Y,Artery Tibial,3.22326829,0.402924304,0.694832599,0.052565014,0.263411559,3.147250778,0.829022235,0.84386682,2.37940147,"thymosin beta 4, Y-linked",protein_coding,protein_coding
TMTC1,ENSG00000133687,83857,TMTC1,Artery Tibial,2.557553917,0.851987016,0.947698148,0.018201897,0.082001674,58.82999809,4.824158344,0.84386682,1.713687097,transmembrane and tetratricopeptide repeat containing 1,protein_coding,protein_coding
TMTC2,ENSG00000179104,160335,TMTC2,Artery Tibial,0.202172204,0.767894124,0.911153219,0.045678974,0.217289357,1.624282405,0.352939279,0.84386682,5.641490691,transmembrane and tetratricopeptide repeat containing 2,protein_coding,protein_coding
TMTC3,ENSG00000139324,160418,TMTC3,Artery Tibial,2.208724035,0.252050094,0.555621376,0.052748426,0.087097579,8.651223472,0.753500622,0.84386682,1.364857215,transmembrane and tetratricopeptide repeat containing 3,protein_coding,protein_coding
TMTC4,ENSG00000125247,84899,TMTC4,Artery Tibial,0.736180744,0.734775181,0.89604441,0.023961899,0.079912419,5.065904321,0.404828671,0.84386682,6.175499232,transmembrane and tetratricopeptide repeat containing 4,protein_coding,protein_coding
TMUB1,ENSG00000164897,83590,TMUB1,Artery Tibial,5.587041861,0.647228215,0.852046552,0.04892163,0.088182899,50.09173555,4.417234478,0.84386682,4.74317504,transmembrane and ubiquitin like domain containing 1,protein_coding,protein_coding
TMUB2,ENSG00000168591,79089,TMUB2,Artery Tibial,1.990214374,0.485538917,0.755447018,0.095455867,0.064263917,45.73968941,2.939411592,0.84386682,1.146347554,transmembrane and ubiquitin like domain containing 2,protein_coding,protein_coding
TMX1,ENSG00000139921,81542,TMX1,Artery Tibial,1.57337555,0.935495974,0.976692426,0.006954452,0.035910054,27.96854589,1.004351992,0.84386682,0.72950873,thioredoxin related transmembrane protein 1,protein_coding,protein_coding
TMX2,ENSG00000213593,51075,TMX2,Artery Tibial,0.473919292,0.037740731,0.219437485,0.110330525,0.138663995,72.33845132,10.03073864,0.84386682,5.913237779,thioredoxin related transmembrane protein 2,protein_coding,protein_coding
TMX3,ENSG00000166479,54495,TMX3,Artery Tibial,1.505436172,0.545253859,0.794420468,0.021807199,0.05447381,24.96889884,1.36015104,0.84386682,0.661569352,thioredoxin related transmembrane protein 3,protein_coding,protein_coding
TMX4,ENSG00000125827,56255,TMX4,Artery Tibial,2.341178596,0.162592991,0.447041323,0.158697656,0.117074574,39.95177586,4.677337147,0.84386682,1.497311776,thioredoxin related transmembrane protein 4,protein_coding,protein_coding
TNC,ENSG00000041982,3371,TNC,Artery Tibial,6.117734421,0.031981497,0.202513483,0.096092231,0.8160556,573.3694015,467.9013112,0.84386682,5.273867601,tenascin C,protein_coding,protein_coding
TNFAIP1,ENSG00000109079,7126,TNFAIP1,Artery Tibial,5.972800224,0.722621376,0.891050558,0.052360305,0.094230294,30.99501912,2.920669772,0.84386682,5.128933404,TNF alpha induced protein 1,protein_coding,protein_coding
TNFAIP2,ENSG00000185215,7127,TNFAIP2,Artery Tibial,4.804716886,0.123389947,0.389514434,0.077203782,0.430748932,52.1746319,22.47416696,0.84386682,3.960850066,TNF alpha induced protein 2,protein_coding,protein_coding
TNFAIP3,ENSG00000118503,7128,TNFAIP3,Artery Tibial,4.985916488,0.053487841,0.262813988,0.074282384,0.470573644,19.10274484,8.989248246,0.84386682,4.142049667,TNF alpha induced protein 3,protein_coding,protein_coding
TNFAIP6,ENSG00000123610,7130,TNFAIP6,Artery Tibial,4.77233598,0.017817785,0.151828005,0.194318185,0.81925434,16.97027395,13.90297058,0.84386682,3.92846916,TNF alpha induced protein 6,protein_coding,protein_coding
TNFAIP8,ENSG00000145779,25816,TNFAIP8,Artery Tibial,2.96500935,0.307082881,0.612556473,0.036245556,0.111123748,11.92131826,1.324741564,0.84386682,2.12114253,TNF alpha induced protein 8,protein_coding,protein_coding
TNFAIP8L1,ENSG00000185361,126282,TNFAIP8L1,Artery Tibial,0.467180985,0.896156786,0.964503368,0.009225803,0.153536916,1.900173067,0.291746712,0.84386682,5.906499472,TNF alpha induced protein 8 like 1,protein_coding,protein_coding
TNFAIP8L2,ENSG00000163154,79626,TNFAIP8L2,Artery Tibial,0.485875159,0.057915951,0.271810596,0.077812954,0.458168654,2.569456494,1.177244422,0.84386682,5.925193646,TNF alpha induced protein 8 like 2,protein_coding,protein_coding
TNFAIP8L3,ENSG00000183578,388121,TNFAIP8L3,Artery Tibial,0.431410547,0.014919821,0.139446876,0.124580707,0.274668324,62.75155259,17.23586375,0.84386682,5.870729035,TNF alpha induced protein 8 like 3,protein_coding,protein_coding
TNFRSF10A,ENSG00000104689,8797,TNFRSF10A,Artery Tibial,0.275020218,0.826891953,0.938432908,0.028323813,0.196007169,2.785193498,0.545917893,0.84386682,5.714338705,TNF receptor superfamily member 10a,protein_coding,protein_coding
TNFRSF10B,ENSG00000120889,8795,TNFRSF10B,Artery Tibial,5.06484789,0.260138516,0.564656037,0.069612126,0.199743334,26.00630434,5.194585927,0.84386682,4.22098107,TNF receptor superfamily member 10b,protein_coding,protein_coding
TNFRSF10D,ENSG00000173530,8793,TNFRSF10D,Artery Tibial,5.13204589,0.186868563,0.476974443,0.111274665,0.322263334,7.473623788,2.40847492,0.84386682,4.28817907,TNF receptor superfamily member 10d,protein_coding,protein_coding
TNFRSF11B,ENSG00000164761,4982,TNFRSF11B,Artery Tibial,5.119391948,0.407055368,0.696424018,0.058974993,0.369862145,83.71496962,30.96299827,0.84386682,4.275525128,TNF receptor superfamily member 11b,protein_coding,protein_coding
TNFRSF12A,ENSG00000006327,51330,TNFRSF12A,Artery Tibial,5.337136408,0.039031692,0.22334567,0.165994208,0.523889721,68.49830635,35.88555862,0.84386682,4.493269587,TNF receptor superfamily member 12A,protein_coding,protein_coding
TNFRSF14,ENSG00000157873,8764,TNFRSF14,Artery Tibial,3.645081854,0.756965984,0.906091752,0.002013809,0.03981832,45.93374865,1.829004687,0.84386682,2.801215034,TNF receptor superfamily member 14,protein_coding,protein_coding
TNFRSF19,ENSG00000127863,55504,TNFRSF19,Artery Tibial,1.946757971,0.97825804,0.992013037,0.022293947,0.207226327,3.89469136,0.807082587,0.84386682,1.102891151,TNF receptor superfamily member 19,protein_coding,protein_coding
TNFRSF1A,ENSG00000067182,7132,TNFRSF1A,Artery Tibial,6.233310496,0.025743473,0.183161756,0.216397068,0.24838476,115.6457813,28.72464962,0.84386682,5.389443676,TNF receptor superfamily member 1A,protein_coding,protein_coding
TNFRSF1B,ENSG00000028137,7133,TNFRSF1B,Artery Tibial,5.903637318,0.526068706,0.782426795,0.0699989,0.356444834,24.95324895,8.894456675,0.84386682,5.059770498,TNF receptor superfamily member 1B,protein_coding,protein_coding
TNFRSF21,ENSG00000146072,27242,TNFRSF21,Artery Tibial,5.533685246,0.204329269,0.4986202,0.034470138,0.362174584,3.047802938,1.103836761,0.84386682,4.689818426,TNF receptor superfamily member 21,protein_coding,protein_coding
TNFRSF25,ENSG00000215788,8718,TNFRSF25,Artery Tibial,4.217021429,0.736975232,0.896477899,0.023893167,0.25530875,5.493984406,1.402662293,0.84386682,3.373154608,TNF receptor superfamily member 25,protein_coding,protein_coding
TNFRSF4,ENSG00000186827,7293,TNFRSF4,Artery Tibial,5.39824511,0.251620999,0.555083324,0.0273388,0.241242307,2.381151676,0.574434523,0.84386682,4.55437829,TNF receptor superfamily member 4,protein_coding,protein_coding
TNFRSF6B,ENSG00000243509,8771,TNFRSF6B,Artery Tibial,5.285404569,0.177295271,0.46506333,0.078024272,0.288086125,29.32479603,8.44806685,0.84386682,4.441537749,TNF receptor superfamily member 6b,protein_coding,protein_coding
TNFSF10,ENSG00000121858,8743,TNFSF10,Artery Tibial,2.59471334,0.879181467,0.957283762,0.003853714,0.062039333,21.86288917,1.356359067,0.84386682,1.75084652,TNF superfamily member 10,protein_coding,protein_coding
TNFSF12,ENSG00000239697,8742,TNFSF12,Artery Tibial,3.826248042,0.676446513,0.86661387,0.066959598,0.108061393,164.1563433,17.7389631,0.84386682,2.982381222,TNF superfamily member 12,protein_coding,protein_coding
TNFSF13,ENSG00000161955,8741,TNFSF13,Artery Tibial,0.946158272,0.028506747,0.192366039,0.104680691,0.2390962,26.19091217,6.262147577,0.84386682,0.102291452,TNF superfamily member 13,protein_coding,protein_coding
TNFSF13B,ENSG00000102524,10673,TNFSF13B,Artery Tibial,4.376350195,0.007091886,0.096102427,0.161694678,0.561796077,5.105344529,2.868162526,0.84386682,3.532483375,TNF superfamily member 13b,protein_coding,protein_coding
TNIK,ENSG00000154310,23043,TNIK,Artery Tibial,2.99981093,0.014122584,0.13659116,0.177948423,0.220352522,6.745742039,1.486441271,0.84386682,2.155944109,TRAF2 and NCK interacting kinase,protein_coding,protein_coding
TNIP1,ENSG00000145901,10318,TNIP1,Artery Tibial,1.22508567,0.587997883,0.820669543,0.003930331,0.022068553,64.2362156,1.417600344,0.84386682,0.38121885,TNFAIP3 interacting protein 1,protein_coding,protein_coding
TNIP2,ENSG00000168884,79155,TNIP2,Artery Tibial,6.259459431,0.047241591,0.24626133,0.192257706,0.313390729,37.21820321,11.66383982,0.84386682,5.41559261,TNFAIP3 interacting protein 2,protein_coding,protein_coding
TNK1,ENSG00000174292,8711,TNK1,Artery Tibial,0.481574435,0.47446599,0.746769942,0.01390363,0.154196137,1.724358706,0.265889452,0.84386682,5.920892922,tyrosine kinase non receptor 1,protein_coding,protein_coding
TNK2,ENSG00000061938,10188,TNK2,Artery Tibial,3.722597469,0.271874098,0.578532168,0.042791422,0.097218406,33.65892288,3.272266816,0.84386682,2.878730649,tyrosine kinase non receptor 2,protein_coding,protein_coding
TNKS,ENSG00000173273,8658,TNKS,Artery Tibial,2.90481797,0.017814102,0.151828005,0.170516382,0.148407081,13.77078003,2.043681271,0.84386682,2.06095115,tankyrase,protein_coding,protein_coding
TNKS1BP1,ENSG00000149115,85456,TNKS1BP1,Artery Tibial,0.921562171,0.064898042,0.287517874,0.145917099,0.190365638,106.4327523,20.26113881,0.84386682,0.077695351,tankyrase 1 binding protein 1,protein_coding,protein_coding
TNKS2,ENSG00000107854,80351,TNKS2,Artery Tibial,2.301494566,0.189976556,0.48098537,0.111584511,0.119381002,41.88557535,5.00034197,0.84386682,1.457627746,tankyrase 2,protein_coding,protein_coding
TNNC1,ENSG00000114854,7134,TNNC1,Artery Tibial,3.677252691,0.00165531,0.045043949,0.03262849,0.886548849,30.12000096,26.70285219,0.84386682,2.833385871,"troponin C1, slow skeletal and cardiac type",protein_coding,protein_coding
TNNC2,ENSG00000101470,7125,TNNC2,Artery Tibial,3.621213207,0.000891682,0.034035916,0.030119325,0.892079181,26.29752183,23.45947172,0.84386682,2.777346387,"troponin C2, fast skeletal type",protein_coding,protein_coding
TNNI2,ENSG00000130598,7136,TNNI2,Artery Tibial,3.675433546,0.001530854,0.043410679,0.028896449,1.016812099,13.57777854,13.8060495,0.84386682,2.831566726,"troponin I2, fast skeletal type",protein_coding,protein_coding
TNNI3K,ENSG00000116783,51086,TNNI3K,Artery Tibial,3.369591634,0.003088048,0.064249391,0.283940641,0.340499883,4.635473139,1.578378062,0.84386682,2.525724814,TNNI3 interacting kinase,protein_coding,protein_coding
TNNT1,ENSG00000105048,7138,TNNT1,Artery Tibial,3.620871071,0.001517718,0.043290861,0.027464488,1.062609972,16.62613803,17.66710006,0.84386682,2.777004251,"troponin T1, slow skeletal type",protein_coding,protein_coding
TNNT3,ENSG00000130595,7140,TNNT3,Artery Tibial,3.715378121,0.000543571,0.027547682,0.056841397,0.639612713,15.65472908,10.01296373,0.84386682,2.871511301,"troponin T3, fast skeletal type",protein_coding,protein_coding
